lyric,class
Maybe it's a cruel joke on me,1
"Oh God, cause now you got me missing you",1
"I haven't made my mind up, should I keep it? (Should I keep it?)",0
I finish the show and I hop in it,0
Never seen a hell so cold,0
"And they would toast to me, oh, let the players play",1
My world is brighter by itself,1
"Ganja burn, ganja burn, ganja burn, yeah",0
"I gave the plug to my n****, I gave the game to my sons (Gave the game to my son)",0
If you wanna go hard tonight,0
I'm just tryna set the tone,0
"I get lost in her eyes, like dust from the skies",0
But you had to go and mess it up,1
And I kept it undercover,0
"When you're lookin' like, lookin' like, lookin' like, lookin' like, lookin' like, lookin' like",1
"But it'd get kinda hard to see, that's no surprise though (Yeah)",0
That's like suicide if you play with us,0
"Let me know that I did okay, yeah",0
"When he made you, he did a fine job",1
"'Body but us, bodies together",1
Dope boy d***ies and diamonds and Timbs,0
"I said, everything I said, messin' with your head",0
Now I'm type of n**** give it out and I don't take s*** (808 my crew),0
Cause when you look like that,1
We're like nitrogen and hydrogen mixed with,0
"b****, I'm from Zoo York, Zoo York",0
"I'm like Big Pop' mixed with 2Pac, I'm like Makaveli (Yeah)",0
"So I'll go, I'll go",1
"Just joshin' (Oh, these n****s got me f***ed up, n****)",0
"I need you, lately, to warm these lonely nights",1
"She don't get high, but she geeked off the contact",0
So we hold it down when summer starts,1
"He go insane on it, I put my fame on it",0
"f*** her on a yacht, dive in a pool (Yeah)",0
Pass her like hot potato,0
It was a perfect illusion,1
"Extendo barrel elastic, new attachment, s*** get tactic (Tactical)",0
You need better guys,0
"Yeah, I got you",1
"I wake up, rinse my mouth with f***in' codeine (Codeine)",0
"Walk in the buildin', they start applaudin' (applaudin')",0
Cause now you got me missing you,1
It's a different type of rules that we obey,0
"Yeah, my closet, yeah, that s*** got a house",0
"She want me to love on her, no way",0
"Know a n**** cooler than a cooler (Yeah, yeah, yeah)",0
"Whole gang in the field, we don't do bleachers",0
"I'm still with the s***s, I'm a hot n**** (I'm hot)",0
"See, I was in the wok, now my penthouse at the top",0
Paint a picture for you and me,1
"I already know, already know, n**** roses",1
"I've been a liar, been a thief",0
"Don't like the car she in, gon' end up buyin' her a new Bimmer (Let's go)",1
"Benzo truck, white seats and they leather",0
"She's on the loose (She's coming, she's coming for you)",1
Getting picked up at the crib,0
"Man, I'm not to blame, man, this f***in' industry is cutthroat",0
I take off my pride every time we undressing,1
"It's a dirty game, this s*** so slimy, it'll never change",0
"I got Lil Max with me, he the wave",0
To fight when you feel like flying,1
'Cause I'm so into you (To you),0
We havin' better discussions,1
I made that girl give all of that top up,0
"I been going crazy with that scoring, call me Baby Harden",0
"Because my head been runnin' wild, wild",0
"Ooh, I think I'm losing my mind now, yeah",1
'Cause the drinks bring back all the memories,1
"T.I., Broadcast Live",1
And I should slide for you,0
"Yeah, he just told you how to pop (Huh?)",0
"Dirty 30, workin' on me",0
"You can have family ties, all rats gotta die",0
There's somethin' in the way I wanna cry,1
Reggeaton latino 2018,1
"They say take the good with the bad, I'll take it without",0
Tonight we let it all go free,1
Press the button right there to let the doors in,0
"d***, a b**** snoozin'",0
"Duval in the motherf***in' house, c'mon, c'mon",0
"Now, left, right, left, right",1
"Boy, you got me caliente",1
"I need a romance, one chance",1
"If you want trust, you gon' have to give some away",1
"I'ma go show you the wave, just give me some space",0
Something in the way you're looking through my eyes,1
I would drown for your love,1
"You would think it's Mardi Gras, I got these b****es showin' titties",0
I was runnin' 'round for a minute,1
I'll put a check on a b**** n**** (brrt),0
"Swim in yo b**** once I drown, ooh (I do)",0
"We them drippers, lil' n****, best watch your step (Them drippers)",0
Ooh! I never seen the car you claim to drive,0
ERNIE & BERT & IHRE FREUNDE,0
You know this d*** ain't free!,1
Celebrate with the ones we got here,0
"n****s came up on this side, now they on the other side (Word, word, word)",0
Catching a breath in silence,1
Even if the baker don't bake like you,0
I think my back got scoliosis 'cause I swerve the lane (skrr),0
Sometimes I hate sunshine,1
"180 on the Range Rover, 400 on a Rolls truck (Wow)",0
"Oh my, oh my, oh my",1
Fly away with me baby,1
But all you talk about is everything I don't,1
"Man, 7.62, turn him G.I. Jane",0
"Look at your Rollie, uh, look at my Rollie, uh",0
"Like a hula, hula hoop, hula, hula hoop, oh",1
"Feelin' stuck, you know how to keep me up (Yeah, yeah!)",0
"Could have did it to me, lil' n****, you were scared to",0
I'm the only one that f***ed on that b****,0
"You're not alright, I'm not alright",1
"I got a new boy, and that n**** trade!",0
"You don't want smoke with me, this is a laced blunt",0
"I'm still trapping every day, I think I'm stuck in my ways",0
"I've never seen anybody do the things you do before""",1
These f*** n****s don't where the drop at (Uh),0
Can we just talk? Can we just talk?,1
"f*** n**** better get down (Lil Uzi, get down, let's go)",0
And I'm highly suspicious that everyone who sees you wants you,1
"I don't really want no friends, no",0
It isn't in my blood,1
So I'm basically sent by the man now (Let's go),0
Burnin' incense in your new apartment,0
"Mama said don't give up, it's a little complicated",1
There's a hundred ways to leave a lover,1
"Got a dance, but it's really on some street s***",0
What are you willing to do?,1
"And far as Lord Jamar, you better leave me the hell alone",0
I just know that I'll regret this when it's over,1
We bros (Can't be broken),0
"In my bank account, yeah (on God)",0
"(Nowhere to turn, no)",1
"And when I come down on it, yeah",1
"They take me on meds, off meds, ask yourself",0
"Talkin' s***, bro? Let your tongue show",0
"Moncler, yuh, fur came off a bear",0
Lil' one from the hood turned into the man (Big dawg),0
"Ain't have no guidance, we grew up with hitters and did everything they said",0
How you say that I leave you? (Huh?),0
"f*** it, I'ma hit 'em 'til they jumpin'",0
Me and my bros hit the same hoes,0
This that different latitude,0
And that's why I need,1
"Light the remedy, yeah",0
I'm single again (Single again),0
"Brand new whip, new mansion (Brrp)",0
"I'm not enough, but I still stay",1
Show me you're shameless,1
"(Je sais que tu veux, je, je sais que tu veux)",1
"Life is amazin', it is what it should be",0
Du warst einige Zeit weg,1
"Bet my wifey stay close, she know I'm on my Bezos",0
Choose wisely (right),0
"Hit her once, now she dismissed",0
"It's YoungBoy, n****, Lil Top, what up? Yeah",0
"I do what you say, vamos a bailar",1
"Tell me, how's it feel sittin' up there?",1
Baby girl was livin' life for the feelin',1
"You ain't really wild, you a tourist (A tourist)",0
Chop trees with the Draco (Draco),0
"So she gon' call her friends, now that's a plan",1
"Many, many, many, many men",0
"I don't know you, but I'm just what I wanna be",1
Kabhi aake gaano se mere bhi tum ride lo,0
I can dead this s*** out or give it to the villains,0
Wash us in the blood  (Ooh),0
Maybe 'cause it ain't,0
"Yeah, I know that I let you down",1
I'm with the demons and henchmen (I am),0
"A flawed human, I guess",0
Are we in the clear yet? Are we in the clear yet?,1
"I'm done with adjusting to fame, pull up on your set, leave a stain",0
And though me and my party days,0
"Love me good, love me down",0
They got me heated (Hot),0
"I don't know why (Yeah, I don't know why)",1
"You like salsa (Yeah), I'm saucy (Drip)",1
Deja de actuar como si hubieses estado conmigo todo este tiempo,0
"Ah, ah, pretty when you cry, ah (Pretty when you cry)",0
Figure out where we're goin',1
And she pulled me close by the look in her eyes (Yeah),1
I put A$AP on my tat,0
They wanna take it to interludes (Me),0
"The world is up for grabs (Hey, hey, hey)",0
Don't tell your mother,1
Hop out the frog and leap (Leap),0
"Grillin', hey (Hey), feelin' paid (Paid)",0
You keep tearing me apart,1
But we gotta start somewhere,0
"It's a hundred bands in the safe, now I got expensive taste",0
"Do anything for clout (Clout, do this, woo woo)",0
"And I could try to run, but it would be useless",1
"Population four million, how I see the same b****es?",0
"Gonna love myself, no, I don't need anybody else",1
"That's how it go, big bands, I'm thumbin' s***",0
Snub nose with potato,0
"Ain't nothin' to think about (Yeah, yeah)",0
"Yeah, they don't know I'm really odee",0
And I'm what you want,1
"I miss my f***in' daddy, I've been callin' Montana my father",0
Give in to the lonely,1
"You from the hood but you a queen, baby",0
"Sorry, I ain't sorry (You)",1
"Let's have a good time, let's go",1
"This s*** ain't fiction, it's too real, too real",0
"A mil' in my safe, now hand me that tape",0
And you know you don't want it any other way,1
"First, take your sip (sip), do your dip (dip)",1
Sitting there in the caravan,1
You can't stop the girl from going,1
Swear that we'll never die,1
"I like boardin' jets, I like mornin' sex (Woo)",0
You used to be the big spender,1
Keep the f***in' lights on,1
'Cause you missed a line and never caught it,0
"You keep tellin' me (Love), you don't give a f*** (f***, f***)",0
"This is my year, man, if you couldn't tell",1
"If you take your girl out, do you expect sex?",0
"Lil Uzi Vert, to be exact (Oh)",0
"It got me burning up, burning up",0
From the first hello,1
"Straight out the mud, we got that work that turn you to the Grudge",0
The double R came with the umbrella,0
"I just know s***, until I'm dead I'ma be me",0
Yeah you know it,0
"I got too many different type of girls, yeah",0
The days seem longer as life gets shorter,0
Time should've taught me the lesson,1
"I would drown for your love, ooh",1
And if you like going places we can't even pronounce,1
Skin covered in ego,1
I got Hitman on the beat,0
"And when I finally got sober, felt 10 years older",1
"Don't show up, up, up",1
Dirty looks from your mother,1
Let me know everything gon' be okay,1
I guess they say my dollars supposed to build roads and schools,0
"Everything my voice on, the s*** knock, don't it?",0
"b****, I never let the bulls*** get past me",0
"In my bank account, yeah (on God)",0
I took too much and I've gone too far,1
Put your hand in mine,1
That's how you know you f***ed up,1
"Yeah, huh, you gon' die",0
"Me, myself and I",1
So left but she's right though,1
"They say you ain't wifey type, but I don't care, I want you",0
"Mmm, that nothing, nothing, nothing gonna save us now",1
Let me shoot across the... (Let me shoot),1
"d***, no we can't go back",1
"Never sit by the door, my boy got a matte black thang, bang, bang (Brrr)",0
"I don't wanna check b****es, tell 'em wear their Nikes",0
"Come on, I'm an addict",1
"Woo back, baby (Woo back, baby), woo",0
"I'm flexin', look close and you'll see your reflection",0
Loneliness was not made for us,1
"You like my hair? Gee, thanks, just bought it (Oh yeah)",1
Police be trippin' now (Woo),0
"When you're lookin' like, lookin' like, lookin' like, lookin' like, lookin' like, lookin' like",1
"Swizzy, he the chef, I like my lunch gross",0
"No playin', no Atari, I won't play with you for nothin'",0
"Waitin' on the plug, but he ain't come yet (Yet)",0
Am I falling in love with the one that could break my heart?,1
"Go, go, go, go, go, go, go, go, go, go, go, go, go, go, go, go",1
You know I'm Slaughter Gang so the smoke is immortal,0
Come south of the border with me,1
"You made my heart break (Were made outta plastic, fake)",0
"('Cause I've been smoking a lot, and I've been drinking)",1
Leaving to find my soul,1
"Baby, you're my only reason",1
The choppa go Oscar for Grammy,1
"In this rap s*** ten, never made nerd moves",0
He set goals and can decide to be independent,1
"God, I feel I couldn't have you windin' up (Why?)",0
(Feeling good as hell),1
"You know I say that I am better now, better now",0
"Hurts like heaven, lost in the sound",1
And I hope you know...,1
"Listen, here we are, need you",1
You are now listening to a Bobby Johnson beat,0
And prolly woulda figured things out,0
I've made it this far on my own,1
"The older kids, they started bugging me",1
Our love ain't water under the bridge,1
She wild and been dangerous (go up),0
All girls wanna be like that,1
"That boy rat, he mouse, she Minnie",0
"Feelin' blessed like I'm at ma**, yeah, I'm comin' for that a**",0
"He wifed a t***, he a hero, dawg (Straight up)",0
I just ordered sushi from Japan,1
"You never would split, you was hood rich",0
I must've called a thousand times,1
And what we though we had's gotta be replaced,1
Shorty be catching mood swings,0
With a Cuban to match,0
Left lipstick on my Hennessy,0
What is there to say?,0
"I've been on the low, I been taking my time",0
"Was it worth it, dummy? I ain't mind a bit",0
Been alone from little boy so I don't need your opinion,0
"They know I'm the billy, I be laughin'",1
You gon' get a bullet in your lung for that (Stupid),0
"Bought the bar, Roseanne",0
Your schools are no good,0
"Who am I? Someone that's afraid to let go, uh",0
I like it (Ooh),1
Don't wanna talk about us,1
"A trapper, baby, I rap but I own all my masters, baby",0
I book myself tables,1
"I'm finally seeing you face to face (Face, hey)",1
"Ayy, ayy, ayy, gang, gang",0
"Got a bad one, baby, don't you?",1
Dancing on the hood in the middle of the woods,1
Got a lot of blood and it's cold,0
"Not even close with family, why the f*** would I want friends? (Tell me that, lil' n****), let's go",0
"Still layin' in your bed, singin'",1
"Ask if I'm alright, what the hell?",1
"Well ate, on C4, I'm way off the edge",0
I've said those words before but it was a lie,1
Tell me where the good boys go,1
"(Me ah tell you; yeh, yeh)",1
What the venue probably was just payin' out,0
"Kendrick Lamar, untitled 03 | 05.28.2013.",1
"Chopper with the scope so do not test me, (Drrt) yeah (Drrt)",0
"I would drown for your loving, what's wrong with me?",1
Just pourin' out admission,1
I think that I'm D. Rose,0
"Oh yeah, and one more thing I want to mention (What?)",0
Got that sunshine on my Sunday best,1
I'd wanna be me too,1
"Private jet, we don't do layover (whew)",0
"Uh, I hope your lips don't lie",1
Who can fall in and out of love with you,1
"Let's go our ways, whichever",1
I'ma get him whacked at his job and s***,0
"Gotta watch for 12 'round my town, you might get killed (Better watch for 12)",0
"High and drunk, call that HD vision",0
I need better energy (Huh?),0
"Swear to God, since I was seventeen, I been hood rich",0
"And we ain't come here for to lose, we want it all",0
"Charmin', allurin', everyone's desire",1
Hello from the other side,1
"That's alright, that's okay",1
"Back, back, back, back, back, juicy",1
When you're not around,0
Bang your head against the wall,1
"You got that new body (Yeah), you a art piece (Ah)",1
I know all the things you like,1
"Blow a kiss, fire a gun",1
Can I tell you something just between you and me?,1
"With the gang, we ain't playing fair",0
If I told you we could bathe in all the lights,1
"Honestly, it's better like that",1
I plan my escape from walls they confined,1
"I'ma f*** it all like she got no feet (f*** it all, f*** it all)",0
But can we please get some more champagne? (Ugh),0
"My cousins are crazy, my cousins like Boogie",0
"Roof was on, let me, love me",1
Grind 'til you come up,0
"All my n****s really gang bang, talk that d*** slang",0
Cop another bag and smoke today,0
'Cause I know you got a bad reputation,1
"Wrecked your car, called me cryin' in the dark",1
And you love what keeps you coming back,1
I'm the type to get active and never run,0
"So she in the club with her a** and her titties out (Uh, uh, uh, uh)",0
"Mmm, when you're with me, no judgement",1
"We only got one life, so let's go hard 'til the day we die",1
Believe you won't deceive me,1
We spent the daylight,1
"Hype Williams, Lil' X",0
And I know I've been around,0
"Lo' moco', lo' moco'",0
"'Nother opp died, a n**** like, ""Seriously?"" (d***, another one?)",0
"Flexin' with a hundred cash, look at what these songs do",0
I feel it's fadin',1
I really wanna be right here,0
"With a b**** that's shinin', lookin' like the moon",0
It's nothin' new,1
"Whenever it's smoke, we ain't runnin'",0
I lose my mind when it comes to you,1
Fly away to Cairo or LA,1
Have you got no shame? You looking insane,1
"Ooh, I think about it all the time",1
You just need to put it on a checklist,1
"Yeah, we got so close, so close to love",1
"I got what you need, come f*** with me",1
"Know how to satisfy, keepin' that tempo right",1
It don't really matter where they from,0
Ready to rain down,0
Scrollin' through life and fishin' for praise,0
"If the rap slow, I control the block",0
"I'm laughin', I'm cryin'",1
It still don't feel like I'm famous (Famous),0
"This is no mistake, no accident",1
"Out the jungle, I conquered and made it (I made it)",0
"I loathe romancing in itself, yeah, I'd be d***ed to try",1
Bustin' out the roof,0
Girl I know you f***ing planned this,0
"We roll up the herb and laugh, kick back, blow a zip",0
"Keep all that, Tay, yeah (This s*** straight drop, lil' n****, no cut)",0
"n****s in your DM, they be thirsty (Thirsty), and in person",0
Let's lose our minds and go f***ing crazy,1
"b**** you just a nut, baby, we are not dating (21)",0
When I'm with you,1
And every time we talk,1
"Way that I been thinkin' is cinematic, it's beautiful",0
I turned out amazing (Turned out amazing),1
"I'm a, I'm a cool girl, I'm a, I'm a cool girl",1
"I won't never call back, if I hang up, I mean it, yeah",0
"Switch up my style, I take any lane",1
She like them bottles with bubbles in it,0
You could call me crazy 'cause I want you,1
Same corner where my brothers died (Yeah),0
I have these lucid dreams where I can't move a thing,0
We turned the hotel lobby to a party,0
"Wasted, get her off my mind when I'm wasted",0
Find me where the wild things are,1
You're the one that I've been waiting for,1
"I got hitters, we don't rumble, tell your mans to chill",0
Never switch sides on my dog,0
"Did all the favors, they never repaid me",0
Let's set this party off right,1
Treat a bad b**** like a t*** (What you do?),0
"I just went up in my price (My price, uh)",0
Thinking of you in my bed,0
Cause me loving how you flip it and a dip it,1
What a man gotta prove?,1
You were the one thing in my way,1
And then he calls,1
All the stars are closer,1
"Why the f*** not, you only get one shot",0
"(Don't worry about her, that's my seed, yup, that's all me)",1
"One, two, three, four",0
"Wait, if I'm on fire",1
Straps over territory they know we must keep,0
"Hello, can you hear me?",1
"Panic on the brain, Michael's gone insane",1
"I had a freak, used to f*** while her boyfriend in class",0
Round and round your loving winds me up,1
"Loving you was young, and wild, and free",1
"Living the life so my life is amazing, woo",0
To know I either ball or I record over the snare and ba**,1
I'ma need a better reason to be spending all my time with you,1
My hands to myself,1
We play hard with our plastic guns,1
"Mothaf***a, I don't even like you",1
"Can't hear them, no, 'cause I...",1
"Hold the door for me, then pop me on the a** cheek",1
"No, no, I won't tell nobody",0
"Look, I just want to break up all your s***, call your mama phone",0
"Diamonds on my neck, frozen tears (Tears)",0
"J's smokin' in the house, n**** (The house, n****)",0
"d***, he runnin' through all his paper",0
"And we ain't come here for to lose, we want it all",0
Such a long time,0
"I don't see nothing different, our pigments they coincide",1
'Cause we were good kids,1
A couple of n****s that bust up the party and f*** up the fun,0
Tired of feelin' like I'm wrapped in a d*** lie,0
"Make me proud, girl, you a cowgirl (Huh?)",0
"When I'm f***ed up, that's the real me",1
And I stay with the cash like a XO chain,0
"Now you know, now you know",1
Thinkin' 'bout this s*** I did,0
"Only God can judge this holy mess (Ah, ah)",1
I'm strokin' on a toe while she bitin' on her lip (Stroke),0
"Why don't you be you, and I'll be me?",1
"Rest in peace to Screw, tonight we take it slowly",0
"Haha, I'm at the bank again",0
She doesn't know how to lose,1
You cannot break down what can't be broken,0
Don't think we fit in at this party,1
"Turn that s*** upside down, now it's a W",0
"It's solo, solo everybody",1
Donc je ne vais pas m'asseoir et te laisser couler dans les sables mouvants,1
And once the water starts to rise,1
In this life of sin,1
"Doin' all these shows, I've been on the road",0
"I hate going outside, they all know I'm that n**** (Let's go)",0
"No, you do not know enough (you do not, you do not, you do not)",0
I thought you would stay with me,0
"Ayy, feeling good, like I should",1
They gave me ten M&M's on advance,0
"Well, I'll be your daydream, I'll be your favorite things",1
That's what I call epic,1
"Fast talk, runnin' laps",0
"So different, what's the difference?",0
"Growing up, it made me numb",1
"And make up the same day, the same day",1
Whole lotta charges laid to this day,0
"Let's get on a jet (Yeah), come give me some neck (Yeah, yeah)",0
"No, don't let me go",1
I will never forget you,1
"The ones that go to work by day, then, you know",0
You're nothin' but skin,1
If your mother only knew (Ooh),1
"I kicked her right out of the front door, I'm picky, picky",0
Every time that you lift me up,1
She gon' suck like a bloodsucker (Woo),0
"Hate it, taking a shot 'cause I can't take it",1
Drew House slippers on with a smile on my face,1
"(Taste, taste), overseas, let them b****es taste",0
You didn't give me none of this,1
We don't know how to come down (Please don't wake me up),1
"I need a romance (Romance), one chance (One chance)",1
"It was ""come sunlight, scram,"" now we hug tight, and...",0
"Are you dumb, stupid, or dumb, huh?",0
"(You can't forget, no)",1
"Lookin for a reason bro, for me to get dumb rich",0
A lot of these rappers gettin' old to me (They kinda old),0
I don't know 'bout you but it ain't a crime,1
"Darling, you're my, my, my, my lover",1
"But today is my day, it's my day",0
"Zoey Dollaz, Blow a Check",1
"When it come to stealin' flows, these birds is fluent",0
n****s want the juice so they movin' like Bishop,0
Never really knowing why like me,1
"Yeah, I'll always be on your team",1
"I'm in my Birkin, n****",0
"Ain't no cap and gown, but I graduated",0
"These n****s takin' fake Perc', no",0
Walk it like I talk it (woo),0
"I love to hold you close, tonight and always",1
"Spicy mami, hot tamale",0
"So stop, stop saying that you're mine",1
Begging you to come help,1
"Baby, how you feelin'? (Feelin' good as hell)",1
What a time this is (Whoa),0
Everything I'm given now,0
"I said, ""Oh my God, I see you walking by",1
That yellow Lambo' outside for when I trapped in the sun (For when I trapped in the sun),0
"Uh, we was starvin' for a thousand nights",0
I spent five hundred racks on a Lambo',0
"Little n****, we'll come and solve it (Straight up)",0
My dawg would probably do it for a Louis belt,0
"Complete it, and once you've succeeded, repeat it!",0
"Don't show up, don't come out",1
"Say you need me, but you deceive me",0
It's gettin' real,1
What was all of it for?,1
"(Could use, could use a little love)",1
"Drop the top on the slab like ""man""",0
"Yeah, yeah, yeah, yeah",0
"Get a little bag and take it to the store (Store, money)",0
Go get the bag on the day off (racks),0
Nothing to show for it now,1
Why you never alone?,1
It feel like my life ain't mine,0
(Could use a little love),1
"What's one more lie, to tell our unborn child?",0
"A little bit dangerous, but, baby, that's how I want it",1
"Yeah, I met her at Coachella",1
Now f*** me back together,1
Had to f*** it up before I really got to know me,1
"Let me know, let me know what's up with you, ooh (What's up with you?)",0
"Chain give you headache, pull up in a red Wraith (Oh yeah)",0
My diamonds they cooler than Cool J (Yah),0
"Look at my neck, that's an ice tray",0
You're the only one I want by my side when I fall asleep,0
"I like that, you like that, so let's be crazy",1
And I just want a baby with the right one,1
Why can't you b****es be normal?,0
"Back it up, back it up (back it up, back it up)",0
Soon I'll be 60 years old,1
"Oh, you duckin' them laws? (You better run from them n****)",0
(I just ran this s*** back like a motherf***in' kickoff),0
Take a sip of my secret potion,1
I love you so much that I hate you (Hate you),1
I got n****s that be movin' the tan rock,0
"Tell me, darling, will you understand me?",1
Sprinkling methamphetamines on the leaves like the snow,0
I do whatever it takes,1
"In a minute, he gon' be admittin' that he love her on his mother",0
"But I never call and I never text, yeah",1
Brings us together,1
Devil in the form of a whore,0
'Cause all the opp n****s know I be flexin' (Flexin'),0
On all your wasted crying,1
"Oh, na, na, na, oh yeah",1
All of a sudden you say you don't want me no more,1
There's something in the way you move,1
That's for you rat n****s,0
"Baby, please have mercy on me",1
"You a b****, that make her a dyke, n**** (p****)",0
"When I hear your voice, I know I'm finally free",1
What if we're speeding through red lights into paradise?,1
Can't you see what you're doing to me,1
"You wanna shine, you gotta get more ice (ice, ice)",1
Kiss my motherf***in' a**,0
I'll tell you a story before it tells itself,1
"I'm on the verge, I'll beat the charge",0
"Rihanna, Kiss It Better",1
"Chillin' with the Laker, on the floor, fourth quarter",0
"You'll be good to go, good to go",1
"With the wrong people sometimes""",1
"You to ruin my life, yeah, to ruin my life, yeah",1
"When it wasn't yours, yeah",1
When you should be with me instead,1
"Yeah, miss me with that bulls*** (Bulls***)",0
"Ain't gotta worry 'cause it's all right, it's all right",1
So come get your everything (Tonight),1
"Time (Oh), time (Oh)",0
Until your side chick called you up,1
"I never land, just float there",1
You better come get your man,1
Take a sip of my secret potion,1
"Been livin' fast, no, I can't take it slowly (Slowly)",0
"d***, why is she so demonic?",0
Red lips and rosy cheeks,1
"Ayy, ayy, yeah, yeah",0
Once I was 20 years old,1
"How you deal with all that hate?"" (Hate)",0
"Mother was a lawyer, her father the police",0
"Put your wings on me, wings on me",1
"Yeah, yeah, like it's yours",1
"Hotlanta, smoking green, cauliflower",0
Must not be breathing the air that I breathe,0
"b****, you used to f***in' leave me on seen and s***",0
"f***ed her so hard, left blood on her coochie",0
Then you cross me,1
Your b**** wanna party with Cardi,0
Be each other's company,1
Always want you to (Prove it),1
Wish I was there with you now,1
"Yeah, f*** him then I get some money",0
"I don't make excuses, you know that I'm hungry, I still got the juice (uh)",0
We are too busy dancing to get knocked off our feet,1
May nothing but death do us part,1
"Perc' head, I'm geekin', s*** turn me to a demon",0
Only thing that's burning when the nights grow cold,1
What was all of it for?,1
"Top to the bottom, just cool (Cool)",1
"I couldn't sit around and wait, I had to have it happen",0
Look who I'm f***in' again,0
My uncle tryna change my energy with stones and crystals,0
"I got muscles like Superman's trainer, ayy (Ooh)",0
"This is not a, this is not a swan, swan song",1
"So tell me, how deep is your love? Can it go deeper?",1
That's a vintage piece,0
"You know I know, but girl, you know I'm down for",1
Think you need some medicine,1
Coming back to you again was not the plan,1
Ain't worried 'bout the bag 'cause the cash accumulatin' (Bags),0
"Yeah, you get what you give and you give what you get, so",1
"f*** it up, f*** it up (f*** it up)",0
"Well, my drink is almost out and I'm about to pour another",1
(Baby) It's all in my head,1
I promise it fell in my lap,0
"They regular people, I know that they feel it",0
Would you rescue me?,1
"And when our hearts aren't broke, they're out of place",1
"I'm sad, I know, yeah, I'm sad, I know, yeah",0
"I'm with my boys, and no, we do not Milly Rock",0
Mix Pop latino 2018,1
"Feels like slow motion, we're floating at the speed",0
I've had days where I was dolo (Where I was dolo),0
Let me take you to the candy shop (Candy shop),0
"Wish we could start over, but we can't",1
"Tats and golds, uh (Tats), rock the shows, uh (Yeah)",0
Sourpuss gonna get mad just 'cause his album sucks?,0
"Hold up, don't you got a whole situation? (d***)",0
I want it flowin' through my streams,1
"When you kiss it right back (Right back), oh my (Uh)",1
"Lil' five in that b**** like Paxson, yeah (Yeah)",0
"She know I'm a man, I'ma put that work in",0
I'm still the same n**** from minimum wage,0
Kiss my son on the forehead then kiss your a** goodbye,0
What else can I offer you?,0
"'Cause I'm livin' ten lives, I go crazy about mines (Ayy)",0
I ain't stoppin' 'til we chillin' at the top,0
"f***ed up, f***ed up",1
Yeah (Buddah Bless this beat),0
"Aquamarine, or you think water is pink",0
And I hop out with that s*** on me (s*** on me),0
"If you searchin', come look for us (Alright), over the border (it's lit)",0
I know you sittin' there just thinkin' 'bout who did you that,0
"Still the same, I'm just a richer me (On God)",0
"I pipe her, she take that",1
(I call it a chandelier),0
"In my dreams, I'm dying all the time",0
"Why you actin' vain for my love, vain for my love",1
But once in a while I feel like,1
"To make it all alright, all alright for us",1
"I'm way too old to try, so whatever",1
"I'm a sick f***, I like a quick f*** (Whoop!)",0
"You know what it was, I told you that I was heartless",0
"Gotta go get me a million, spend half of it on convertibles",0
Don't act like I'm your man,0
I finish the show and I hop in it,0
"I'll give it to you night and day (Night and day, night and day, go)",0
That girl is a real crowd pleaser (oh yeah),1
"Just wanna go home, wanna go home",1
"Then, baby, you're perfect",1
"Went from feelin' you, now I feel for you, liar",0
Tell me what you came here for,1
"Know it, babe, yeah",1
"Erase me, 'rase me, wish you never dated me",1
"I ain't doin' no playin', these red bottoms, not no Vans",0
Bentleys for the phantoms (Uh),0
You've never been low enough (never been low enough),0
I'm poppin' X so I'm steady rollin',0
"Smoke with me, drink with me",0
Make it feel like nobody love me,0
"But you ain't want me last year, so just get up out my face",0
I'm over you and I don't need your lies no more,1
"Take the top off, let the sun come in (The lord still shines on you)",0
"Top to the bottom, just cool (Cool)",1
"Keep on ridin' my coat, your new s*** is a joke",0
Have you ever seen a n**** die? (Yeah),0
"Isn't it strang, this, oh oh oh oh",1
"On the morning of the funeral, just as she's walking out",0
And it's all on you,1
"I've been waitin', I've been waitin' for a long time (A long time)",0
One more hit and we can fly,1
"'Cause I'm so into you, into you, into you",1
"If I don't mean it, I swear I ain't sayin' it",0
Walk in the bank with a M in a tote (Yeah),0
I wish that I could let you love,1
It can't change overnight,0
"Lean with me, pop with me",0
"There's an evil night air, the stars don't shine tonight, (night)",1
Talking with my mother,1
"Don't be mistaken, we dyin', they stayin'",1
Same things that'll blow a b**** mind frame,0
"I should just walk away, but I can't move my feet",1
"This s*** is dead and gone, it's not what it used to be",1
I'm thinkin' they forgot the way we paved,0
"He think he a made man, hit him in the head (p****)",0
"I hate you, I love you",1
"He, won't love you like I would",1
"Shorty buss it down, give us the money, keep the crown",1
"Girl, you got me down, you got me stressed out",1
"I'm ready to air it out on all these n****s, I can see 'em runnin'",0
"Head on a swivel, I could shoot but I could never dribble",0
"Yeah, I know that he out there",1
"Stop askin' me (Uh), I know they mad at me (Nah)",0
As I take on the stress of the mess that I've made,1
"Short term fix, that breaks everything else (Oh, oh)",0
"To my surprise, He replied, said, ""You made for this""",0
So we'll piss off the neighbours,1
"Yeah, the paint could peel, the glass could shatter",1
I don't wanna be the first one folding,1
"Let 'em go, all the one's tryna get in the door (Hey)",1
End like it's the last goodbye,1
"And in my arrogance, took a camera pose",0
You gon' turn me into Left Eye,0
One thing about your demons they bound to catch up one day,0
I pull up on you then put it in with patience,0
"If you make it all wrong, then I'll make it all right, yeah",1
Take it all away,1
"Don't come out, out, out",1
"Yeah, is it just me?",1
